,User_id,Date,Location,Age,Gender,DayOfWeek,Year,Month,Quarter
3799,48737457,2020-01-23,Other Cities,18_to_22,MALE,Thursday,2020,1,2020Q1
3800,3755892,2020-01-13,Other Cities,18_to_22,MALE,Monday,2020,1,2020Q1
3801,44528104,2020-03-16,Hồ Chí Minh,18_to_22,FEMALE,Monday,2020,3,2020Q1
3802,49123297,2019-09-07,Other Cities,18_to_22,MALE,Saturday,2019,9,2019Q3
3803,46309888,2019-05-12,Other Cities,18_to_22,MALE,Sunday,2019,5,2019Q2
3804,54466481,2020-04-15,Hồ Chí Minh,18_to_22,FEMALE,Wednesday,2020,4,2020Q2
3805,41564503,2020-08-25,Hồ Chí Minh,18_to_22,MALE,Tuesday,2020,8,2020Q3
3806,51215761,2019-12-06,Other Cities,18_to_22,FEMALE,Friday,2019,12,2019Q4
3807,49181368,2019-09-06,Other Cities,18_to_22,MALE,Friday,2019,9,2019Q3
3808,39746885,2020-11-12,Hồ Chí Minh,18_to_22,MALE,Thursday,2020,11,2020Q4
3809,26685388,2020-01-08,Other Cities,18_to_22,MALE,Wednesday,2020,1,2020Q1
3810,32536714,2019-12-12,Hồ Chí Minh,18_to_22,MALE,Thursday,2019,12,2019Q4
3811,43916660,2018-10-26,Hồ Chí Minh,18_to_22,MALE,Friday,2018,10,2018Q4
3812,44948071,2020-03-01,Unknown,18_to_22,FEMALE,Sunday,2020,3,2020Q1
3813,40314780,2019-10-05,Hồ Chí Minh,18_to_22,MALE,Saturday,2019,10,2019Q4
3814,54094199,2020-03-02,Other Cities,18_to_22,MALE,Monday,2020,3,2020Q1
3815,50812318,2020-02-13,Hà Nội,18_to_22,FEMALE,Thursday,2020,2,2020Q1
3816,46125292,2020-04-01,Other Cities,18_to_22,MALE,Wednesday,2020,4,2020Q2
3817,49459473,2019-09-20,Other Cities,18_to_22,MALE,Friday,2019,9,2019Q3
3818,46579784,2020-10-18,Hồ Chí Minh,18_to_22,MALE,Sunday,2020,10,2020Q4
3819,48212216,2019-11-10,Other Cities,18_to_22,MALE,Sunday,2019,11,2019Q4
3820,20529777,2019-09-09,Other Cities,18_to_22,MALE,Monday,2019,9,2019Q3
3821,48607254,2019-12-24,Other Cities,18_to_22,MALE,Tuesday,2019,12,2019Q4
3822,47435144,2019-11-11,Hà Nội,18_to_22,FEMALE,Monday,2019,11,2019Q4
3823,29276579,2020-03-30,Hà Nội,18_to_22,MALE,Monday,2020,3,2020Q1
3824,49045836,2019-08-30,Hồ Chí Minh,18_to_22,MALE,Friday,2019,8,2019Q3
3825,45278527,2020-04-30,Hồ Chí Minh,18_to_22,FEMALE,Thursday,2020,4,2020Q2
3826,46570499,2019-04-02,Other Cities,18_to_22,MALE,Tuesday,2019,4,2019Q2
3827,30101568,2019-04-02,Hồ Chí Minh,18_to_22,MALE,Tuesday,2019,4,2019Q2
3828,41417507,2018-03-29,Hồ Chí Minh,18_to_22,MALE,Thursday,2018,3,2018Q1
3829,47442223,2019-07-19,Other Cities,18_to_22,MALE,Friday,2019,7,2019Q3
3830,42129223,2020-03-09,Other Cities,18_to_22,FEMALE,Monday,2020,3,2020Q1
3831,25719641,2020-05-26,Other Cities,18_to_22,MALE,Tuesday,2020,5,2020Q2
3832,52990048,2020-02-20,Other Cities,18_to_22,MALE,Thursday,2020,2,2020Q1
3833,43026864,2018-09-03,Hà Nội,18_to_22,MALE,Monday,2018,9,2018Q3
3834,49833157,2019-10-10,Other Cities,18_to_22,MALE,Thursday,2019,10,2019Q4
3835,45549890,2019-06-28,Hà Nội,18_to_22,FEMALE,Friday,2019,6,2019Q2
3836,48796943,2020-01-25,Hồ Chí Minh,18_to_22,FEMALE,Saturday,2020,1,2020Q1
3837,48993932,2020-01-03,Hồ Chí Minh,18_to_22,MALE,Friday,2020,1,2020Q1
3838,41809302,2018-06-05,Hồ Chí Minh,18_to_22,FEMALE,Tuesday,2018,6,2018Q2
3839,50917764,2019-11-18,Other Cities,18_to_22,MALE,Monday,2019,11,2019Q4
3840,41947235,2019-10-29,Other Cities,18_to_22,MALE,Tuesday,2019,10,2019Q4
3841,53052435,2020-02-10,Hồ Chí Minh,18_to_22,MALE,Monday,2020,2,2020Q1
3842,56754327,2020-07-09,Other Cities,18_to_22,FEMALE,Thursday,2020,7,2020Q3
3843,41862237,2018-06-09,Other Cities,18_to_22,FEMALE,Saturday,2018,6,2018Q2
3844,46541339,2019-04-25,Unknown,18_to_22,FEMALE,Thursday,2019,4,2019Q2
3845,49179923,2019-10-06,Other Cities,18_to_22,FEMALE,Sunday,2019,10,2019Q4
3846,56415198,2020-06-25,Other Cities,18_to_22,FEMALE,Thursday,2020,6,2020Q2
3847,44033308,2019-12-13,Other Cities,18_to_22,FEMALE,Friday,2019,12,2019Q4
3848,39258489,2019-07-15,Other Cities,18_to_22,MALE,Monday,2019,7,2019Q3
3849,56426619,2020-10-05,Other Cities,18_to_22,MALE,Monday,2020,10,2020Q4
3850,47688107,2019-08-14,Hồ Chí Minh,18_to_22,FEMALE,Wednesday,2019,8,2019Q3
3851,52508503,2020-10-22,Hồ Chí Minh,18_to_22,FEMALE,Thursday,2020,10,2020Q4
3852,21203234,2019-10-08,Hồ Chí Minh,18_to_22,FEMALE,Tuesday,2019,10,2019Q4
3853,46365265,2019-03-17,Other Cities,18_to_22,MALE,Sunday,2019,3,2019Q1
3854,42554130,2019-11-27,Other Cities,18_to_22,MALE,Wednesday,2019,11,2019Q4
3855,23582912,2019-12-01,Other Cities,18_to_22,MALE,Sunday,2019,12,2019Q4
3856,51210592,2019-12-16,Hồ Chí Minh,18_to_22,MALE,Monday,2019,12,2019Q4
3857,49458590,2019-09-25,Other Cities,18_to_22,FEMALE,Wednesday,2019,9,2019Q3
3858,38864265,2020-02-06,Other Cities,18_to_22,FEMALE,Thursday,2020,2,2020Q1
3859,42907378,2020-01-16,Hồ Chí Minh,18_to_22,MALE,Thursday,2020,1,2020Q1
3860,57031107,2020-07-25,Hồ Chí Minh,18_to_22,FEMALE,Saturday,2020,7,2020Q3
3861,44277917,2019-05-13,Other Cities,18_to_22,MALE,Monday,2019,5,2019Q2
3862,42644708,2019-02-04,Other Cities,18_to_22,MALE,Monday,2019,2,2019Q1
3863,30297657,2019-03-04,Other Cities,18_to_22,MALE,Monday,2019,3,2019Q1
3864,50018300,2019-12-03,Other Cities,18_to_22,FEMALE,Tuesday,2019,12,2019Q4
3865,50619476,2019-11-13,Other Cities,18_to_22,MALE,Wednesday,2019,11,2019Q4
3866,44363052,2019-09-18,Other Cities,18_to_22,MALE,Wednesday,2019,9,2019Q3
3867,51459688,2019-12-06,Hà Nội,18_to_22,MALE,Friday,2019,12,2019Q4
3868,41138767,2019-06-29,Other Cities,18_to_22,FEMALE,Saturday,2019,6,2019Q2
3869,57844733,2020-12-06,Other Cities,18_to_22,FEMALE,Sunday,2020,12,2020Q4
3870,24095119,2020-09-12,Other Cities,18_to_22,FEMALE,Saturday,2020,9,2020Q3
3871,44032602,2020-01-14,Other Cities,18_to_22,MALE,Tuesday,2020,1,2020Q1
3872,44092973,2018-11-03,Other Cities,18_to_22,FEMALE,Saturday,2018,11,2018Q4
3873,40754110,2019-11-08,Hồ Chí Minh,18_to_22,FEMALE,Friday,2019,11,2019Q4
3874,52508540,2020-02-14,Other Cities,18_to_22,FEMALE,Friday,2020,2,2020Q1
3875,50964175,2019-11-20,Other Cities,18_to_22,FEMALE,Wednesday,2019,11,2019Q4
3876,45145934,2019-07-08,Hồ Chí Minh,18_to_22,FEMALE,Monday,2019,7,2019Q3
3877,50857874,2019-11-16,Hồ Chí Minh,18_to_22,MALE,Saturday,2019,11,2019Q4
3878,44340758,2020-03-30,Other Cities,18_to_22,MALE,Monday,2020,3,2020Q1
3879,51462423,2019-12-06,Other Cities,18_to_22,MALE,Friday,2019,12,2019Q4
3880,51494928,2020-06-12,Other Cities,18_to_22,FEMALE,Friday,2020,6,2020Q2
3881,44591160,2019-11-22,Other Cities,18_to_22,MALE,Friday,2019,11,2019Q4
3882,49455172,2019-09-21,Hồ Chí Minh,18_to_22,MALE,Saturday,2019,9,2019Q3
3883,43375664,2019-09-20,Hà Nội,18_to_22,FEMALE,Friday,2019,9,2019Q3
3884,55131740,2020-04-13,Other Cities,18_to_22,FEMALE,Monday,2020,4,2020Q2
3885,48490237,2019-08-19,Hà Nội,18_to_22,MALE,Monday,2019,8,2019Q3
3886,41258267,2018-03-13,Hồ Chí Minh,18_to_22,MALE,Tuesday,2018,3,2018Q1
3887,44295938,2020-04-25,Hồ Chí Minh,18_to_22,FEMALE,Saturday,2020,4,2020Q2
3888,32713179,2020-08-13,Unknown,18_to_22,FEMALE,Thursday,2020,8,2020Q3
3889,43440919,2020-03-22,Other Cities,18_to_22,MALE,Sunday,2020,3,2020Q1
3890,43468367,2018-09-25,Other Cities,18_to_22,FEMALE,Tuesday,2018,9,2018Q3
3891,41659412,2018-07-22,Hồ Chí Minh,18_to_22,MALE,Sunday,2018,7,2018Q3
3892,10910878,2020-02-01,Other Cities,18_to_22,MALE,Saturday,2020,2,2020Q1
3893,53087617,2020-05-17,Other Cities,18_to_22,MALE,Sunday,2020,5,2020Q2
3894,43849069,2019-04-24,Hồ Chí Minh,18_to_22,FEMALE,Wednesday,2019,4,2019Q2
3895,18813315,2020-02-08,Hồ Chí Minh,18_to_22,MALE,Saturday,2020,2,2020Q1
3896,23278001,2019-11-12,Other Cities,18_to_22,FEMALE,Tuesday,2019,11,2019Q4
3897,47921607,2020-04-10,Other Cities,18_to_22,MALE,Friday,2020,4,2020Q2
3898,49631568,2019-12-09,Hồ Chí Minh,18_to_22,FEMALE,Monday,2019,12,2019Q4
3899,42582943,2020-02-15,Other Cities,18_to_22,FEMALE,Saturday,2020,2,2020Q1
3900,53478612,2020-02-14,Hà Nội,18_to_22,FEMALE,Friday,2020,2,2020Q1
3901,47469639,2019-10-15,Hồ Chí Minh,18_to_22,MALE,Tuesday,2019,10,2019Q4
3902,35482819,2020-02-02,Unknown,18_to_22,MALE,Sunday,2020,2,2020Q1
3903,46722979,2020-02-01,Hồ Chí Minh,18_to_22,FEMALE,Saturday,2020,2,2020Q1
3904,43520701,2019-04-14,Hà Nội,18_to_22,MALE,Sunday,2019,4,2019Q2
3905,44262900,2018-11-20,Unknown,18_to_22,MALE,Tuesday,2018,11,2018Q4
3906,51633042,2019-12-19,Hà Nội,18_to_22,FEMALE,Thursday,2019,12,2019Q4
3907,49918765,2019-10-23,Hồ Chí Minh,18_to_22,FEMALE,Wednesday,2019,10,2019Q4
3908,43957954,2019-11-07,Hồ Chí Minh,18_to_22,FEMALE,Thursday,2019,11,2019Q4
3909,49842363,2019-10-22,Hà Nội,18_to_22,FEMALE,Tuesday,2019,10,2019Q4
3910,50474358,2020-02-28,Hồ Chí Minh,18_to_22,MALE,Friday,2020,2,2020Q1
3911,15151094,2019-12-25,Hồ Chí Minh,18_to_22,FEMALE,Wednesday,2019,12,2019Q4
3912,15009616,2020-08-15,Other Cities,18_to_22,MALE,Saturday,2020,8,2020Q3
3913,41282237,2020-08-18,Hồ Chí Minh,18_to_22,MALE,Tuesday,2020,8,2020Q3
3914,38233802,2020-09-26,Other Cities,18_to_22,FEMALE,Saturday,2020,9,2020Q3
3915,30616004,2020-10-06,Other Cities,18_to_22,FEMALE,Tuesday,2020,10,2020Q4
3916,21586218,2020-03-11,Hồ Chí Minh,18_to_22,MALE,Wednesday,2020,3,2020Q1
3917,40674181,2018-02-24,Other Cities,18_to_22,MALE,Saturday,2018,2,2018Q1
3918,51174426,2019-11-27,Hồ Chí Minh,18_to_22,MALE,Wednesday,2019,11,2019Q4
3919,51073003,2019-11-24,Unknown,18_to_22,FEMALE,Sunday,2019,11,2019Q4
3920,53732792,2020-02-28,Hồ Chí Minh,18_to_22,FEMALE,Friday,2020,2,2020Q1
3921,46930285,2019-07-15,Hồ Chí Minh,18_to_22,MALE,Monday,2019,7,2019Q3
3922,49505128,2020-06-25,Hồ Chí Minh,18_to_22,MALE,Thursday,2020,6,2020Q2
3923,38397772,2019-01-12,Other Cities,18_to_22,MALE,Saturday,2019,1,2019Q1
3924,54439051,2020-04-11,Hà Nội,18_to_22,FEMALE,Saturday,2020,4,2020Q2
3925,166795,2019-09-18,Hà Nội,18_to_22,FEMALE,Wednesday,2019,9,2019Q3
3926,55276931,2020-05-14,Other Cities,18_to_22,MALE,Thursday,2020,5,2020Q2
3927,54524633,2020-03-23,Other Cities,18_to_22,MALE,Monday,2020,3,2020Q1
3928,42641113,2019-08-25,Other Cities,18_to_22,MALE,Sunday,2019,8,2019Q3
3929,49174475,2019-09-06,Hồ Chí Minh,18_to_22,FEMALE,Friday,2019,9,2019Q3
3930,48570882,2020-11-29,Other Cities,18_to_22,MALE,Sunday,2020,11,2020Q4
3931,55675305,2020-08-18,Other Cities,18_to_22,MALE,Tuesday,2020,8,2020Q3
3932,8565544,2020-11-20,Hồ Chí Minh,18_to_22,FEMALE,Friday,2020,11,2020Q4
3933,46148297,2019-03-02,Hà Nội,18_to_22,MALE,Saturday,2019,3,2019Q1
3934,47620311,2019-12-20,Hồ Chí Minh,18_to_22,FEMALE,Friday,2019,12,2019Q4
3935,54580730,2020-04-13,Hồ Chí Minh,18_to_22,FEMALE,Monday,2020,4,2020Q2
3936,50160222,2019-10-25,Other Cities,18_to_22,MALE,Friday,2019,10,2019Q4
3937,51735053,2020-01-03,Other Cities,18_to_22,MALE,Friday,2020,1,2020Q1
3938,46507949,2019-10-08,Hồ Chí Minh,18_to_22,MALE,Tuesday,2019,10,2019Q4
3939,49779492,2019-10-19,Other Cities,18_to_22,MALE,Saturday,2019,10,2019Q4
3940,42999467,2018-08-21,Hà Nội,18_to_22,FEMALE,Tuesday,2018,8,2018Q3
3941,50712493,2019-11-11,Other Cities,18_to_22,FEMALE,Monday,2019,11,2019Q4
3942,57425264,2020-07-27,Other Cities,18_to_22,FEMALE,Monday,2020,7,2020Q3
3943,54031136,2020-03-03,Other Cities,18_to_22,FEMALE,Tuesday,2020,3,2020Q1
3944,54981357,2020-09-20,Hồ Chí Minh,18_to_22,MALE,Sunday,2020,9,2020Q3
3945,45736455,2019-11-11,Other Cities,18_to_22,FEMALE,Monday,2019,11,2019Q4
3946,48497146,2019-08-04,Hồ Chí Minh,18_to_22,MALE,Sunday,2019,8,2019Q3
3947,47139364,2019-05-10,Other Cities,18_to_22,FEMALE,Friday,2019,5,2019Q2
3948,47678055,2019-11-03,Hồ Chí Minh,18_to_22,FEMALE,Sunday,2019,11,2019Q4
3949,50239489,2019-10-26,Other Cities,18_to_22,FEMALE,Saturday,2019,10,2019Q4
3950,42323155,2020-01-23,Other Cities,18_to_22,MALE,Thursday,2020,1,2020Q1
3951,53740744,2020-03-16,Other Cities,18_to_22,MALE,Monday,2020,3,2020Q1
3952,49659843,2019-09-30,Hà Nội,18_to_22,FEMALE,Monday,2019,9,2019Q3
3953,52816221,2020-01-23,Hồ Chí Minh,18_to_22,FEMALE,Thursday,2020,1,2020Q1
3954,48845329,2019-08-28,Other Cities,18_to_22,FEMALE,Wednesday,2019,8,2019Q3
3955,47275808,2020-01-02,Hồ Chí Minh,18_to_22,FEMALE,Thursday,2020,1,2020Q1
3956,26689663,2020-08-24,Hà Nội,18_to_22,MALE,Monday,2020,8,2020Q3
3957,36967496,2019-07-02,Hồ Chí Minh,18_to_22,FEMALE,Tuesday,2019,7,2019Q3
3958,46738113,2019-11-18,Hồ Chí Minh,18_to_22,MALE,Monday,2019,11,2019Q4
3959,50097877,2019-12-10,Hồ Chí Minh,18_to_22,MALE,Tuesday,2019,12,2019Q4
3960,22851257,2019-03-05,Hồ Chí Minh,18_to_22,MALE,Tuesday,2019,3,2019Q1
3961,14233503,2020-04-21,Other Cities,18_to_22,FEMALE,Tuesday,2020,4,2020Q2
3962,43700003,2019-09-24,Unknown,18_to_22,MALE,Tuesday,2019,9,2019Q3
3963,44961930,2019-07-31,Hà Nội,18_to_22,MALE,Wednesday,2019,7,2019Q3
3964,51733688,2020-01-28,Hà Nội,18_to_22,FEMALE,Tuesday,2020,1,2020Q1
3965,42851010,2019-09-28,Other Cities,18_to_22,FEMALE,Saturday,2019,9,2019Q3
3966,5618060,2019-02-28,Other Cities,18_to_22,MALE,Thursday,2019,2,2019Q1
3967,39308990,2020-06-19,Other Cities,18_to_22,FEMALE,Friday,2020,6,2020Q2
3968,54529246,2020-10-08,Other Cities,18_to_22,MALE,Thursday,2020,10,2020Q4
3969,46867541,2020-06-29,Other Cities,18_to_22,MALE,Monday,2020,6,2020Q2
3970,47681840,2019-10-04,Other Cities,18_to_22,FEMALE,Friday,2019,10,2019Q4
3971,54305442,2020-03-10,Other Cities,18_to_22,FEMALE,Tuesday,2020,3,2020Q1
3972,51681949,2019-12-14,Hồ Chí Minh,18_to_22,FEMALE,Saturday,2019,12,2019Q4
3973,42244599,2020-01-01,Other Cities,18_to_22,MALE,Wednesday,2020,1,2020Q1
3974,49632957,2020-01-24,Hồ Chí Minh,18_to_22,MALE,Friday,2020,1,2020Q1
3975,47832781,2020-01-30,Hà Nội,18_to_22,FEMALE,Thursday,2020,1,2020Q1
3976,53531111,2020-02-17,Hồ Chí Minh,18_to_22,MALE,Monday,2020,2,2020Q1
3977,52414690,2020-01-08,Other Cities,18_to_22,MALE,Wednesday,2020,1,2020Q1
3978,10145640,2019-10-20,Other Cities,18_to_22,MALE,Sunday,2019,10,2019Q4
3979,47305590,2019-08-20,Hồ Chí Minh,18_to_22,FEMALE,Tuesday,2019,8,2019Q3
3980,46517268,2020-02-16,Other Cities,18_to_22,MALE,Sunday,2020,2,2020Q1
3981,50013092,2019-11-04,Other Cities,18_to_22,MALE,Monday,2019,11,2019Q4
3982,55107987,2020-05-16,Other Cities,18_to_22,MALE,Saturday,2020,5,2020Q2
3983,42411018,2020-01-08,Other Cities,18_to_22,FEMALE,Wednesday,2020,1,2020Q1
3984,42941216,2019-06-17,Hồ Chí Minh,18_to_22,MALE,Monday,2019,6,2019Q2
3985,50985476,2019-12-17,Other Cities,18_to_22,MALE,Tuesday,2019,12,2019Q4
3986,44142253,2019-09-10,Other Cities,18_to_22,FEMALE,Tuesday,2019,9,2019Q3
3987,34350189,2016-11-05,Hồ Chí Minh,18_to_22,MALE,Saturday,2016,11,2016Q4
3988,46605184,2019-04-03,Other Cities,18_to_22,FEMALE,Wednesday,2019,4,2019Q2
3989,50485922,2019-11-09,Hồ Chí Minh,18_to_22,MALE,Saturday,2019,11,2019Q4
3990,8981864,2019-02-27,Hồ Chí Minh,18_to_22,FEMALE,Wednesday,2019,2,2019Q1
3991,39923356,2020-02-23,Hà Nội,18_to_22,MALE,Sunday,2020,2,2020Q1
3992,50836080,2019-11-15,Unknown,18_to_22,MALE,Friday,2019,11,2019Q4
3993,7947235,2020-05-10,Hồ Chí Minh,18_to_22,MALE,Sunday,2020,5,2020Q2
3994,54625716,2020-03-21,Other Cities,18_to_22,FEMALE,Saturday,2020,3,2020Q1
3995,50277508,2019-12-30,Other Cities,18_to_22,MALE,Monday,2019,12,2019Q4
3996,51370899,2019-12-03,Hà Nội,18_to_22,FEMALE,Tuesday,2019,12,2019Q4
3997,51312350,2019-12-13,Unknown,18_to_22,MALE,Friday,2019,12,2019Q4
3998,46469535,2019-09-10,Other Cities,18_to_22,FEMALE,Tuesday,2019,9,2019Q3
3999,43437565,2019-03-03,Hồ Chí Minh,18_to_22,MALE,Sunday,2019,3,2019Q1
4000,4264807,2018-04-13,Hà Nội,18_to_22,MALE,Friday,2018,4,2018Q2
4001,36184079,2019-04-17,Hồ Chí Minh,18_to_22,FEMALE,Wednesday,2019,4,2019Q2
4002,48852554,2019-09-13,Hà Nội,18_to_22,MALE,Friday,2019,9,2019Q3
4003,50287076,2019-11-05,Other Cities,18_to_22,FEMALE,Tuesday,2019,11,2019Q4
4004,41639778,2019-07-20,Hồ Chí Minh,18_to_22,MALE,Saturday,2019,7,2019Q3
4005,39118322,2019-06-26,Hồ Chí Minh,18_to_22,FEMALE,Wednesday,2019,6,2019Q2
4006,41695045,2018-06-14,Other Cities,18_to_22,MALE,Thursday,2018,6,2018Q2
4007,40966464,2020-02-07,Other Cities,18_to_22,MALE,Friday,2020,2,2020Q1
4008,52887302,2020-08-11,Other Cities,18_to_22,MALE,Tuesday,2020,8,2020Q3
4009,42556624,2019-06-07,Other Cities,18_to_22,MALE,Friday,2019,6,2019Q2
4010,48078044,2019-10-21,Other Cities,18_to_22,MALE,Monday,2019,10,2019Q4
4011,54021893,2020-03-11,Hà Nội,18_to_22,FEMALE,Wednesday,2020,3,2020Q1
4012,51349332,2020-09-03,Other Cities,18_to_22,MALE,Thursday,2020,9,2020Q3
4013,40835436,2018-07-20,Other Cities,18_to_22,FEMALE,Friday,2018,7,2018Q3
4014,32730852,2020-06-23,Other Cities,18_to_22,MALE,Tuesday,2020,6,2020Q2
4015,44191654,2020-09-27,Other Cities,18_to_22,FEMALE,Sunday,2020,9,2020Q3
4016,48016139,2019-11-14,Hà Nội,18_to_22,FEMALE,Thursday,2019,11,2019Q4
4017,49007618,2020-11-20,Other Cities,18_to_22,MALE,Friday,2020,11,2020Q4
4018,52182270,2019-12-30,Other Cities,18_to_22,MALE,Monday,2019,12,2019Q4
4019,52018039,2019-12-25,Hà Nội,18_to_22,FEMALE,Wednesday,2019,12,2019Q4
4020,47556587,2019-06-10,Other Cities,18_to_22,MALE,Monday,2019,6,2019Q2
4021,51598246,2020-01-09,Other Cities,18_to_22,MALE,Thursday,2020,1,2020Q1
4022,39539759,2017-07-21,Hồ Chí Minh,18_to_22,MALE,Friday,2017,7,2017Q3
4023,46677266,2019-06-29,Other Cities,18_to_22,MALE,Saturday,2019,6,2019Q2
4024,43150140,2020-02-12,Unknown,18_to_22,FEMALE,Wednesday,2020,2,2020Q1
4025,46216571,2019-11-17,Hồ Chí Minh,18_to_22,MALE,Sunday,2019,11,2019Q4
4026,52657795,2020-01-22,Other Cities,18_to_22,MALE,Wednesday,2020,1,2020Q1
4027,38906181,2020-02-20,Other Cities,18_to_22,MALE,Thursday,2020,2,2020Q1
4028,50434232,2019-12-09,Other Cities,18_to_22,FEMALE,Monday,2019,12,2019Q4
4029,56473179,2020-07-31,Other Cities,18_to_22,MALE,Friday,2020,7,2020Q3
4030,48344193,2019-08-14,Other Cities,18_to_22,FEMALE,Wednesday,2019,8,2019Q3
4031,42355431,2019-04-09,Other Cities,18_to_22,MALE,Tuesday,2019,4,2019Q2
4032,45275608,2019-12-04,Hồ Chí Minh,18_to_22,MALE,Wednesday,2019,12,2019Q4
4033,33172361,2019-08-14,Hồ Chí Minh,18_to_22,FEMALE,Wednesday,2019,8,2019Q3
4034,49687382,2019-10-28,Other Cities,18_to_22,FEMALE,Monday,2019,10,2019Q4
4035,44480509,2019-04-28,Other Cities,18_to_22,FEMALE,Sunday,2019,4,2019Q2
4036,50989773,2019-11-26,Other Cities,18_to_22,FEMALE,Tuesday,2019,11,2019Q4
4037,46807248,2019-12-05,Other Cities,18_to_22,FEMALE,Thursday,2019,12,2019Q4
4038,46011921,2019-03-13,Other Cities,18_to_22,MALE,Wednesday,2019,3,2019Q1
4039,44436389,2018-12-30,Other Cities,18_to_22,FEMALE,Sunday,2018,12,2018Q4
4040,39177562,2019-12-03,Hà Nội,18_to_22,MALE,Tuesday,2019,12,2019Q4
4041,51169224,2019-12-11,Other Cities,18_to_22,FEMALE,Wednesday,2019,12,2019Q4
4042,43381179,2019-04-26,Hồ Chí Minh,18_to_22,MALE,Friday,2019,4,2019Q2
4043,53817777,2020-02-21,Other Cities,18_to_22,FEMALE,Friday,2020,2,2020Q1
4044,48159680,2019-09-29,Hồ Chí Minh,18_to_22,FEMALE,Sunday,2019,9,2019Q3
4045,53580032,2020-03-22,Hồ Chí Minh,18_to_22,MALE,Sunday,2020,3,2020Q1
4046,50507087,2020-03-17,Other Cities,18_to_22,FEMALE,Tuesday,2020,3,2020Q1
4047,42548130,2019-11-05,Other Cities,18_to_22,MALE,Tuesday,2019,11,2019Q4
4048,50561719,2019-11-07,Hà Nội,18_to_22,FEMALE,Thursday,2019,11,2019Q4
4049,53683786,2020-04-11,Other Cities,18_to_22,FEMALE,Saturday,2020,4,2020Q2
4050,43882992,2018-11-01,Hà Nội,18_to_22,FEMALE,Thursday,2018,11,2018Q4
4051,54585677,2020-03-24,Hồ Chí Minh,18_to_22,FEMALE,Tuesday,2020,3,2020Q1
4052,49512596,2020-08-14,Other Cities,18_to_22,MALE,Friday,2020,8,2020Q3
4053,44465262,2019-05-31,Hồ Chí Minh,18_to_22,FEMALE,Friday,2019,5,2019Q2
4054,56141047,2020-05-25,Other Cities,18_to_22,MALE,Monday,2020,5,2020Q2
4055,49502120,2020-04-10,Other Cities,18_to_22,FEMALE,Friday,2020,4,2020Q2
4056,42355941,2018-06-27,Other Cities,18_to_22,MALE,Wednesday,2018,6,2018Q2
4057,41299902,2018-03-16,Hồ Chí Minh,18_to_22,MALE,Friday,2018,3,2018Q1
4058,44831915,2018-12-28,Hồ Chí Minh,18_to_22,FEMALE,Friday,2018,12,2018Q4
4059,50519536,2020-11-30,Other Cities,18_to_22,MALE,Monday,2020,11,2020Q4
4060,39846038,2019-05-15,Other Cities,18_to_22,MALE,Wednesday,2019,5,2019Q2
4061,53290563,2020-02-06,Hà Nội,18_to_22,MALE,Thursday,2020,2,2020Q1
4062,18625241,2019-04-19,Hồ Chí Minh,18_to_22,FEMALE,Friday,2019,4,2019Q2
4063,29874299,2019-03-19,Hồ Chí Minh,18_to_22,MALE,Tuesday,2019,3,2019Q1
4064,41576450,2018-04-12,Unknown,18_to_22,FEMALE,Thursday,2018,4,2018Q2
4065,40429628,2020-02-07,Hồ Chí Minh,18_to_22,FEMALE,Friday,2020,2,2020Q1
4066,46344299,2020-03-14,Hồ Chí Minh,18_to_22,FEMALE,Saturday,2020,3,2020Q1
4067,53854903,2020-05-04,Other Cities,18_to_22,MALE,Monday,2020,5,2020Q2
4068,54209232,2020-06-10,Hà Nội,18_to_22,MALE,Wednesday,2020,6,2020Q2
4069,47399351,2019-05-28,Other Cities,18_to_22,MALE,Tuesday,2019,5,2019Q2
4070,50841726,2019-11-16,Unknown,18_to_22,FEMALE,Saturday,2019,11,2019Q4
4071,19366665,2019-10-14,Other Cities,18_to_22,MALE,Monday,2019,10,2019Q4
4072,50518736,2019-11-05,Other Cities,18_to_22,FEMALE,Tuesday,2019,11,2019Q4
4073,44927467,2019-06-17,Other Cities,18_to_22,FEMALE,Monday,2019,6,2019Q2
4074,13097839,2019-09-10,Hồ Chí Minh,18_to_22,FEMALE,Tuesday,2019,9,2019Q3
4075,46857314,2019-08-26,Unknown,18_to_22,FEMALE,Monday,2019,8,2019Q3
4076,48471035,2020-05-05,Hồ Chí Minh,18_to_22,FEMALE,Tuesday,2020,5,2020Q2
4077,46143331,2020-03-15,Other Cities,18_to_22,MALE,Sunday,2020,3,2020Q1
4078,2606556,2020-11-02,Other Cities,18_to_22,FEMALE,Monday,2020,11,2020Q4
4079,46497352,2020-11-30,Other Cities,18_to_22,MALE,Monday,2020,11,2020Q4
4080,45855508,2019-02-19,Other Cities,18_to_22,MALE,Tuesday,2019,2,2019Q1
4081,47448038,2019-05-31,Hà Nội,18_to_22,FEMALE,Friday,2019,5,2019Q2
4082,47669625,2019-06-29,Hà Nội,18_to_22,FEMALE,Saturday,2019,6,2019Q2
4083,39839951,2019-11-04,Hồ Chí Minh,18_to_22,FEMALE,Monday,2019,11,2019Q4
4084,43827403,2019-09-20,Other Cities,18_to_22,MALE,Friday,2019,9,2019Q3
4085,43758574,2020-03-30,Other Cities,18_to_22,MALE,Monday,2020,3,2020Q1
4086,44915490,2019-01-01,Other Cities,18_to_22,MALE,Tuesday,2019,1,2019Q1
